"# key,value,tags"
"אָדיִשׁ ( ADYISH)","Indifferent","#definition,#hebrew"
"אֲדִישׁוּת ( ADISHUT)","Indifference","#definition,#hebrew"
"אַדְלִיק  אֲנִי ( ADLIK  ANI)","Will Light, I","#definition,#hebrew"
"אָדָם ( ADAM)","Man; Person; People  Adam","#definition,#hebrew"
"אָדֹם  אָדוֹם ( ADOM  ADOM)","Red M","#definition,#hebrew"
"אֲדַמְדָּם ( ADAMDAM)","Reddish","#definition,#hebrew"
"אֲדָמָה ( ADAMAH)","Earth; Ground; Soil, Land","#definition,#hebrew"
"אֲדֻמָּה  אֲדוּמָּה ( ADUMMAH  ADUMMAH)","Red F","#definition,#hebrew"
"אַדְמוֹנִי ( ADMONI)","Redhead","#definition,#hebrew"
"אֹדָם  כַּדְכֹּד ( ODAM KADKOD)","Ruby","#definition,#hebrew"
"אֹדֶם  שְׂפָתוֹן ( ODEM SEFATON)","Lipstick","#definition,#hebrew"
"אַדֶּמֶת  חַצֶּבֶת ( ADDEMET CHATZTZEVET)","Measles","#definition,#hebrew"
"אֶדֶן ( EDEN)","Pedestal; Socket","#definition,#hebrew"
"אֲדֹנָי ( ADONAY)","Sir, Mine","#definition,#hebrew"
"אֲדָר ( ADAR)","Adar, Month","#definition,#hebrew"
"אַדְרַבָּה ( ADRABBAH)","On the contrary; By all means","#definition,#hebrew"
"אֲהָ   אוֹ ( AHA   O)","Oh","#definition,#hebrew"
"אהב ( HV)","Loved","#definition,#hebrew"
"אַהֲבָה ( AHAVAH)","Love","#definition,#hebrew"
"אָהַב  לֶאֱהוֹב ( AHAV LE EHOV)","Like; Love","#definition,#hebrew"
"אַהֲדָה ( AHADAH)","Sympathy","#definition,#hebrew"
"אָהוּב  יָקָר  חָבִיב ( AHUV YAKAR CHAVIV)","Dear","#definition,#hebrew"
"אֹהֶל ( OHEL)","Tent","#definition,#hebrew"
"אֲהָלִים ( AHALIM)","Tents","#definition,#hebrew"
"אוֹ ( O)","Or","#definition,#hebrew"
"אוֹגוּסט ( OGUST)","August","#definition,#hebrew"
"אוּגַנְדָה ( UGANDAH)","Uganda","#definition,#hebrew"
"אוֹגֵר ( OGEIR)","Hamster","#definition,#hebrew"
"אוֹגֵר בַקָרָה ( OGEIR VAKARAH)","Control Register","#definition,#hebrew"
"אוֹדוֹת ( ODOT)","About","#definition,#hebrew"
"אוֹזֶן ( OZEN)","Ear","#definition,#hebrew"
"אוֹטוֹבּוּס  בּוּס ( OTOBBUS BUS)","Bus","#definition,#hebrew"
"אוֹיֵב ( OYEIV)","Enemy","#definition,#hebrew"
"אֲוִיר  מֶזֶג אֲווִיר  אַקְלִים ( AVIR MEZEG  AVVIR  AKLIM)","Climate; Clime; Weather","#definition,#hebrew"
"אוֹכֵל סִינִי ( OKHEIL SINI)","Chinese Food","#definition,#hebrew"
"אוּכְמָנִית אֲדוּמָה ( UKHMANIT  ADUMAH)","Cranberry","#definition,#hebrew"
"אוּלַי ( ULAY)","Perhaps; Maybe","#definition,#hebrew"
"אוּלָם ( ULAM)","Hall; Vestibule","#definition,#hebrew"
"אוּלַמִּים ( ULAMMIM)","Halls; Vestibules","#definition,#hebrew"
"אוּלְפָּן ( ULPAN)","Hebrew Class","#definition,#hebrew"
"אִוֶּלֶת ( IVVELET)","Stupidity","#definition,#hebrew"
"אוֹמְנֶת  מְטַפְּלֶת ( OMNET METAPPELET)","Nanny","#definition,#hebrew"
"אוֹמֵר  לוֹמֵר ( OMEIR LOMEIR)","Say, to","#definition,#hebrew"
"אָוֶן ( AVEN)","Trouble","#definition,#hebrew"
"אוּנִיבֶרְסִיטָאוֹת ( UNIVERSITA OT)","Universities","#definition,#hebrew"
"אוּנִיבֶרסִיטָה ( UNIVERSITAH)","University","#definition,#hebrew"
"אוֹנֶס ( ONES)","Rape","#definition,#hebrew"
"אַוֹסְטְרִיָה ( AOSTERIAH)","Austria","#definition,#hebrew"
"אַוֹסְטְרָלִיָה ( AOSTERALIAH)","Australia","#definition,#hebrew"
"אוֹפֶה ( OFEH)","Baker","#definition,#hebrew"
"אוֹפֶה  אוֹפֶה עוּגוֹת ( OFEH  OFEH UGOT)","Baker","#definition,#hebrew"
"אוֹפֶן ( OFEN)","Manner","#definition,#hebrew"
"אוֹפָנוֹעַ ( OFANOA)","Motorcycle","#definition,#hebrew"
"אוֹצָר ( OTZAR)","Treasure","#definition,#hebrew"
"אוֹקְטוֹבֶּר ( OKTOBBER)","October","#definition,#hebrew"
"אוֹקִיָאנוּס ( OKIA NUS)","Ocean","#definition,#hebrew"
"אוּקְרַייְנָה ( UKRAYYNAH)","Ukraine","#definition,#hebrew"
"אוֹר ( OR)","Light; Daybreak","#definition,#hebrew"
"אוֹר אָדוֹם ( OR  ADOM)","Red light","#definition,#hebrew"
"אוּרוּגְוַוי ( URUGVAVY)","Uruguay","#definition,#hebrew"
"אוֹרֵחַ ( OREIACH)","Guest M","#definition,#hebrew"
"אוֹרְחִים ( ORCHIM)","Guests","#definition,#hebrew"
"אוֹרַחַת ( ORACHAT)","Guest F","#definition,#hebrew"
"אוֹרִים  אוֹרוֹת ( ORIM  OROT)","Lights","#definition,#hebrew"
"אוֹר יָּרוֹק ( OR YAROK)","Green light","#definition,#hebrew"
"אוֹרֶנְס ( ORENS)","Uranus","#definition,#hebrew"
"אוֹר צַהוֹב ( OR TZAHOV)","Yellow light","#definition,#hebrew"
"אוֹתָ ( OTA)","Her, Definite Accusative","#definition,#hebrew"
"אוֹת ( OT)","Symbol; Letter of alphabet","#definition,#hebrew"
"אוֹת גְּדוֹלָה  רַבָּתִית ( OT GEDOLAH RABBATIT)","Capital Letter","#definition,#hebrew"
"אוֹתוֹ ( OTO)","Him, Definite Accusative","#definition,#hebrew"
"אוֹתוֹת ( OTOT)","Symbols; Letters","#definition,#hebrew"
"אוֹתִי ( OTI)","Me, Definite Accusative","#definition,#hebrew"
"אוֹתִיּוֹת ( OTYYOT)","Letters of alphabet","#definition,#hebrew"
"אוֹתִיוֹת סוֹפִיוֹת ( OTIOT SOFIOT)","Final Letters","#definition,#hebrew"
"אוֹתָךְ ( OTAKH)","You F, Definite Accusative","#definition,#hebrew"
"אוֹתְךָ ( OTKHA)","You M, Definite Accusative","#definition,#hebrew"
"אוֹתָם ( OTAM)","Them M, Definite Accusative","#definition,#hebrew"
"אוֹתָן ( OTAN)","Them F, Definite Accusative","#definition,#hebrew"
"אוֹתָנוּ ( OTANU)","We; Us, Definite Accusative","#definition,#hebrew"
"אוֹת קְטַנָּה ( OT KETANNAH)","Lowercase Letter","#definition,#hebrew"
"אָז  אֲזַי ( AZ  AZAY)","So; Then; Therefore","#definition,#hebrew"
"אָז  אַחַר כֵּן ( AZ  ACHAR KEIN)","Then","#definition,#hebrew"
"אֵזוֹב ( EIZOV)","Moss","#definition,#hebrew"
"אֲזוֹביוֹן  סָגוֹל ( AZOVYON SAGOL)","Lavender","#definition,#hebrew"
"אֵזוֹר ( EIZOR)","Area; District","#definition,#hebrew"
"אִזכּוּר ( IZKUR)","Mention; Reference","#definition,#hebrew"
"אִזכֵּר ( IZKEIR)","Mention, To, Make reference to","#definition,#hebrew"
"אֻזְכַּר  אֲנִי ( UZKAR  ANI)","Reminded, I will be","#definition,#hebrew"
"אַזְכָרָה ( AZKHARAH)","Memorial","#definition,#hebrew"
"אִזִּן ( IZZIN)","Balance","#definition,#hebrew"
"אֹזֶן  אוֹזֶן ( OZEN  OZEN)","Ear","#definition,#hebrew"
"אֹזנֵי הָמָן ( OZNEI HAMAN)","Haman s ears","#definition,#hebrew"
"אֹזְנַים  אוֹזניים ( OZNAYM  OZNYYM)","Ears","#definition,#hebrew"
"אֲזִקִּים ( AZIKKIM)","Handcuffs","#definition,#hebrew"
"אֶזְרָח ( EZRACH)","Citizen F","#definition,#hebrew"
"אֶזְרֶח ( EZRECH)","Citizen M","#definition,#hebrew"
"אֶזְרָחוּת ( EZRACHUT)","Citizenship","#definition,#hebrew"
"אֶזְרָחִי ( EZRACHI)","Civil M","#definition,#hebrew"
"אֶזְרָחִית ( EZRACHIT)","Civil F","#definition,#hebrew"
"אָח ( ACH)","Brother","#definition,#hebrew"
"אֶחָד ( ECHAD)","One M","#definition,#hebrew"
"אִחֵד  אִיחֵד  לְאַחֵד ( ICHEID  ICHEID LE ACHEID)","Unite, to","#definition,#hebrew"
"אֲחָדוֹת ( ACHADOT)","Several; Few F","#definition,#hebrew"
"אֲחָדִים ( ACHADIM)","Several; Few M","#definition,#hebrew"
"אַחַד עָשָׂר ( ACHAD ASAR)","Eleven M","#definition,#hebrew"
"אַחַד עָשָׂר אֶלֶף ( ACHAD ASAR  ELEF)","Eleven Thousand","#definition,#hebrew"
"אָחוּ ( ACHV)","Meadow","#definition,#hebrew"
"אַחְוָה ( ACHVAH)","Fraternity","#definition,#hebrew"
"אָחוּז ( ACHUZ)","Percent","#definition,#hebrew"
"אֲחוּזָּה ( ACHUZZAH)","Property; Possession","#definition,#hebrew"
"אָחוֹר ( ACHOR)","Back","#definition,#hebrew"
"אָחוֹרָה ( ACHORAH)","Backward","#definition,#hebrew"
"אָחוֹת ( ACHOT)","Nurse, Sister","#definition,#hebrew"
"אָחַז ( ACHAZ)","Hold; Seize","#definition,#hebrew"
"אֲחֻזָּה ( ACHUZZAH)","Estate; Farm","#definition,#hebrew"
"אָחַז  הִחְזִיק ( ACHAZ HICHZIK)","Hold, To","#definition,#hebrew"
"אחז יָדַיִם ( CHZ YADAYIM)","Held hands","#definition,#hebrew"
"אַחזָקָה  תַחזוּקָה  פַּרְנָסָה  תְּמִיכָה ( ACHZAKAH TACHZUKAH PARNASAH TEMIKHAH)","Maintenance","#definition,#hebrew"
"אֲחָיוֹת ( ACHAYOT)","Sisters; Nurses","#definition,#hebrew"
"אַחִים ( ACHIM)","Brothers","#definition,#hebrew"
"אַחְיָן  אַחְיִיָן ( ACHYAN  ACHYIAN)","Nephew","#definition,#hebrew"
"אַחִינוּ בְּשָׂרֵנוּ הוּא ( ACHINU BESAREINU HU )","He is of our flesh","#definition,#hebrew"
"אַחְיָנִית  אַחְייָנִית ( ACHYANIT  ACHYYANIT)","Niece","#definition,#hebrew"
"אַחֲלַי ( ACHALAY)","On that; Would that","#definition,#hebrew"
"אִחֵל  לְאַחֵל ( ICHEIL LE ACHEIL)","Congratulate, Wish","#definition,#hebrew"
"אַחְלָמָה ( ACHLAMAH)","Recovery  from illness","#definition,#hebrew"
"אח ם ( CHM)","VIP; Very Important Person","#definition,#hebrew"
"אַחְסֵן ( ACHSEIN)","Store","#definition,#hebrew"
"אִחְסֵן  לְאַחְסֵן ( ICHSEIN LE ACHSEIN)","Store, To","#definition,#hebrew"
"אַחַר ( ACHAR)","After; Behind","#definition,#hebrew"
"אַחֵר ( ACHEIR)","Other M","#definition,#hebrew"
"אֵחֵר ( EICHEIR)","Be late","#definition,#hebrew"
"אַחַר  אַחֲרַי  מֶאַחֲרִי ( ACHAR  ACHARAY ME ACHARI)","Behind","#definition,#hebrew"
"אֵחֲרֵאִי ( EICHAREI I)","Responsible M","#definition,#hebrew"
"אֵחֲרֵאִית ( EICHAREI IT)","Responsible F","#definition,#hebrew"
"אַחֲרוֹן ( ACHARON)","Last","#definition,#hebrew"
"אַחֲרוֹן אַחֲרוֹן חָבִיב ( ACHARON  ACHARON CHAVIV)","Last but not unimportant","#definition,#hebrew"
"אַחֲרֵי ( ACHAREI)","After; Behind","#definition,#hebrew"
"אַחֲרֵי הַצָּהֳרַיִם  אַחֲרֵי ַ צׇהׇרָיִים ( ACHAREI HATZTZAHORAYIM  ACHAREI  TZOHORAYIM)","Afternoon; P.M.","#definition,#hebrew"
"אַחֲרְיוּת ( ACHAREYUT)","Responsibility","#definition,#hebrew"
"אַחֲרֵי כֵן ( ACHAREI KHEIN)","Afterwards","#definition,#hebrew"
"אַחֲרִית ( ACHARIT)","End","#definition,#hebrew"
"אַחַר כָּך ( ACHAR KAKH)","Afterwards; Later","#definition,#hebrew"
"אֲחרַנִּית ( ACHRANNIT)","Backwards","#definition,#hebrew"
"אַחֶרֶת ( ACHERET)","Other F","#definition,#hebrew"
"אַחַת ( ACHAT)","One F","#definition,#hebrew"
"אַחַת עֶשְׂרֵה ( ACHAT ESREIH)","Eleven F","#definition,#hebrew"
"אַט  לְאַט ( AT LE AT)","Slowly","#definition,#hebrew"
"אֲטַלֵף ( ATALEIF)","Bat","#definition,#hebrew"
"אִטְרִיָּה  אִטְרִית ( ITRYYAH  ITRIT)","Noodle","#definition,#hebrew"
"אִטְרִיוֹת ( ITRIOT)","Noodles","#definition,#hebrew"
"אֵי ( EI)","Where","#definition,#hebrew"
"אִי ( I)","No; Not; Woe","#definition,#hebrew"
"אֵי אֵילוּ ( EI  EILU)","Some; Certain","#definition,#hebrew"
"אִי אֶפְשָׁר ( I  EFSHAR)","Impossible","#definition,#hebrew"
"אָיַב ( AYAV)","Be hostile towards","#definition,#hebrew"
"איֵב ( YEIV)","Enemy","#definition,#hebrew"
"אֵיבָה ( EIVAH)","Hostility","#definition,#hebrew"
"אֵיבָר ( EIVAR)","Organ","#definition,#hebrew"
"אֶיבְרֵי הַמִין ( EYVEREI HAMIN)","Genital organs","#definition,#hebrew"
"אִיגֶרֶת חוֹב ( IGERET CHOV)","Bond","#definition,#hebrew"
"אִידִישׁ  אִידִית  יְהוּדִית  זַירְגּוֹן ( IDISH  IDIT YEHUDIT ZAYREGON)","Yiddish","#definition,#hebrew"
"אַיָּה ( AYYAH)","Where","#definition,#hebrew"
"אַיֵּה ( AYYEIH)","Where?","#definition,#hebrew"
"אִיּוֹב ( YYOV)","Job; Iyov, oppressed","#definition,#hebrew"
"אָיוֹם ( AYOM)","Horrible; Terrible M","#definition,#hebrew"
"אֲיוֹמָה ( AYOMAH)","Horrible; Terrible F","#definition,#hebrew"
"אֵיזֶה ( EIZEH)","Which?, M S","#definition,#hebrew"
"אֵיזֶה אוֹטוֹבוּס מַגִיעַ לָעִיר ( EIZEH  OTOVUS MAGIA LAIR)","Which bus goes to the city?","#definition,#hebrew"
"אֵיזֶה  אֵיזוֹ  אֵילוּ ( EIZEH  EIZO  EILU)","Which? What?","#definition,#hebrew"
"אֵיזוֹ ( EIZO)","Which?, F S","#definition,#hebrew"
"אִיחְסוּן  אִחְסוּן ( ICHESUN  ICHSUN)","Storage","#definition,#hebrew"
"אִיטִיוּת  אִטִיוּת ( ITIUT  ITIUT)","Slowness","#definition,#hebrew"
"אִיטַלִיָה ( ITALIAH)","Italy","#definition,#hebrew"
"אִיטלִיז  אִטלִיז ( ITLIZ  ITLIZ)","Butcher s Shop","#definition,#hebrew"
"אִיֵּי בָּהָמָה ( YYEI BAHAMAH)","Bahamas","#definition,#hebrew"
"אִיַי סוֹלוֹמוֹן ( IAY SOLOMON)","Solomon Islands","#definition,#hebrew"
"אִיֵי סֵיישֶׁל ( IEI SEIYSHEL)","Seychelles Islands","#definition,#hebrew"
"אֵיךְ אׇמרִים אֶת זֶה בַסְפָרַדִית ( EIKH  OMRIM  ET ZEH VASFARADIT)","How say this in Spanish?","#definition,#hebrew"
"אִיכְזֵב  לְאַכְזֵב ( IKHEZEIV LE AKHZEIV)","Disappoint","#definition,#hebrew"
"אֵיךְ זֶה יָכוֹל לִהְיוֹת ( EIKH ZEH YAKHOL LIHYOT)","How is that possible?","#definition,#hebrew"
"אֵיךְ זֶה עוֹבֵד ( EIKH ZEH OVEID)","How does it work?","#definition,#hebrew"
"אֵיךְ   כֵּיצַד ( EIKH KEITZAD)","How?","#definition,#hebrew"
"אֵיךְ מַגִּיעִים לְשָׁם ( EIKH MAGGIIM LESHAM)","How to arrive there?","#definition,#hebrew"
"אֵיךְ קוֹרְאִים לָךְ ( EIKH KOR IM LAKH)","What is your name? F","#definition,#hebrew"
"אֵיךְ קוֹרְאִים לְךָ ( EIKH KOR IM LEKHA)","What is your name? M","#definition,#hebrew"
"אֵיכְשֶׁהוּ ( EIKHESHEHU)","Somehow","#definition,#hebrew"
"אַיִל ( AYIL)","Buck; Deer; Hart; Reindeer","#definition,#hebrew"
"אַיָּלָה  אַיֶּלֶת ( AYYALAH  AYYELET)","Hind; Doe","#definition,#hebrew"
"אֵילוֹנִית ( EILONIT)","Barren; Sterile woman","#definition,#hebrew"
"אִילַן מַאֲכׇל ( ILAN MA AKHOL)","Fruit tree","#definition,#hebrew"
"אִילַן סְרָק ( ILAN SERAK)","Fruitless tree, barren","#definition,#hebrew"
"אֵילַת ( EILAT)","Eilat","#definition,#hebrew"
"אֵי מִזֶּה ( EI MIZZEH)","Whence","#definition,#hebrew"
"אִים יִרצֶה הַשֶׁם ( IM YIRTZEH HASHEM)","G-d willing","#definition,#hebrew"
"אִימְתָן ( IMETAN)","Terrorist","#definition,#hebrew"
"אֵין ( EIN)","No;There Is Not","#definition,#hebrew"
"אֵין דָּבָר ( EIN DAVAR)","It does not matter","#definition,#hebrew"
"אִינְדוֹנֶזְיָה ( INEDONEZYAH)","Indonesia","#definition,#hebrew"
"אִינְטֶרְנֶט ( INETERNET)","Internet","#definition,#hebrew"
"אִינְטֶרְנֶט אֶקספּלוֹרֶר ( INETERNET  EKSPLORER)","Internet Explorer","#definition,#hebrew"
"אִינְטְשׁ ( INTESH)","Inch","#definition,#hebrew"
"אִינְטְשׁ מְעֻקָּב ( INTESH MEUKKAV)","Cubic inch","#definition,#hebrew"
"אִינְטְשׁ מְרֻבָּע ( INTESH MERUBBA)","Square inch","#definition,#hebrew"
"אֵין לוֹ חֵשֶק ל ( EIN LO CHEIShEK L)","Does not feel like...","#definition,#hebrew"
"אֵין מַזָל ( EIN MAZAL)","There is no luck","#definition,#hebrew"
"אֵין מִסְפָּר ( EIN MISPAR)","Innumerable","#definition,#hebrew"
"אֵין עוֹד ( EIN OD)","There is no more","#definition,#hebrew"
"אִינפלַציַה ( INFLATZYAH)","Inflation","#definition,#hebrew"
"אֵין שִׁעוּרִים ( EIN SHIURIM)","There are no classes","#definition,#hebrew"
"אִיסּוּר ( ISUR)","Prohibition","#definition,#hebrew"
"אִיסְלַנְד ( ISELAND)","Iceland","#definition,#hebrew"
"אֵיפׇה   הֵיכָן ( EIFOH HEIKHAN)","Where?","#definition,#hebrew"
"אֵיפֹה הַשֵׁירוּתִים ( EIFOH HASHEIRUTIM)","Where is the bathroom?","#definition,#hebrew"
"אֵיפֹה יֵשׁ ( EIFOH YEISH)","Where is there a...?","#definition,#hebrew"
"אֵיפֹה יֵשׁ כַּסְפּוֹמָט ( EIFOH YEISH KASPOMAT)","Where is an automatic teller?","#definition,#hebrew"
"אֵיפֹה יֵשׁ מִסְעָדָה ( EIFOH YEISH MISADAH)","Where is a restaurant?","#definition,#hebrew"
"אֵיפֹה תַּחֲנַת הָאוֹטוֹבּוּס ( EIFOH TACHANAT HA OTOBBUS)","Where is the bus station?","#definition,#hebrew"
"אֵיפוֹא  אֵיפוֹ  אֵפוֹא ( EIFO   EIFO  EIFO )","Then, So","#definition,#hebrew"
"אִיפוֹר ( IFOR)","Make Up","#definition,#hebrew"
"אֵי פַּעַם ( EI PA"AM)","Sometime","#definition,#hebrew"
"איפשׁר ל ( YFSHR L)","Enable","#definition,#hebrew"
"אִיקְס מִיקְס דְּרִיקס ( IKES MIKES DERIKS)","Tic tac toe","#definition,#hebrew"
"אִיָּר  אִיָּיר ( YYAR  YYAYR)","Iyyar, Month","#definition,#hebrew"
"אֵירוּסִין ( EIRUSIN)","Betrothal","#definition,#hebrew"
"אֵירוֹפָּה ( EIROPPAH)","Europe","#definition,#hebrew"
"אִירְלַנְד ( IRELAND)","Ireland","#definition,#hebrew"
"אִירָן ( IRAN)","Iran","#definition,#hebrew"
"אִישׁ ( ISH)","Man, Person","#definition,#hebrew"
"אִישׁ  גּוּף  אָדָם  בֶּן אָדָם ( ISH GUF  ADAM BEN  ADAM)","Person","#definition,#hebrew"
"אִישׁ חָכָם ( ISH CHAKHAM)","Wise man","#definition,#hebrew"
"אֵי שָׁם ( EI SHAM)","Somewhere","#definition,#hebrew"
"אִיש מְכִירוֹת ( ISh MEKHIROT)","Salesman","#definition,#hebrew"
"אִישׁ נָכְרִי ( ISH NAKHRI)","Foreign Man","#definition,#hebrew"
"אישׁר ( YSHR)","Confirm","#definition,#hebrew"
"אִיתוּת אוֹתֵת ( ITUT  OTEIT)","Signal to signal","#definition,#hebrew"
"אִיֵּת  כִּשֵּׁף  הְקְסִים ( YYEIT KISHSHEIF HEKESIM)","Spell, To","#definition,#hebrew"
"אֵיתָן ( EITAN)","Strong","#definition,#hebrew"
"אַךְ ( AKH)","But;Only; Surely","#definition,#hebrew"
"אֲכֻבַּד  אֲנִי ( AKHUBBAD  ANI)","Honored, I will be","#definition,#hebrew"
"אַכְזָרִי ( AKHZARI)","Cruel","#definition,#hebrew"
"אַכְזְרִיּוּת ( AKHZERYYUT)","Cruelty","#definition,#hebrew"
"אֹכֶל ( OKHEL)","Food M","#definition,#hebrew"
"אָכְלָה ( AKHLAH)","Food F","#definition,#hebrew"
"אֻכְלוּסִיָה ( UKHLUSIAH)","Population","#definition,#hebrew"
"אַכַל  לֶאֱכוֹל ( AKHAL LE EKHOL)","Eat, to","#definition,#hebrew"
"אָכַל  לֶאֲכֹל  לֶאֲכוֹל ( AKHAL LE AKHOL LE AKHOL)","Eat, To; Consume, To","#definition,#hebrew"
"אֶכָּנֵס  אֲנִי ( EKKANEIS  ANI)","Will get in, I","#definition,#hebrew"
"אִכְפַּת לִי ( IKHPAT LI)","It matters to me","#definition,#hebrew"
"אִכָּר ( IKKAR)","Farmer; Peasant","#definition,#hebrew"
"אִכָּרִים ( IKKARIM)","Farmers; peasants","#definition,#hebrew"
"אַל ( AL)","Not; Don t, Negativ Imperative","#definition,#hebrew"
"אֵל ( EIL)","G-d","#definition,#hebrew"
"אֶל ( EL)","To; Toward; For; Into","#definition,#hebrew"
"אֶלָא ( ELA )","But, After Negative","#definition,#hebrew"
"אַלְבַּנְיָה ( ALBANYAH)","Albania","#definition,#hebrew"
"אַלְגִירְיָה ( ALGIREYAH)","Algeria","#definition,#hebrew"
"אְלֶה ( ELEH)","These","#definition,#hebrew"
"אֲלֹהִים ( ALOHIM)","G-d","#definition,#hebrew"
